Meeting Title,URL,Congress,Chamber,Meeting Date,Committee
"BUILDING A 100 PERCENT CLEAN ECONOMY: SOLUTIONS FOR THE U.S. BUILDING SECTOR",https://www.congress.gov/event/116th-congress/house-event/LC65936/text,116th,"House of Representatives",2019-09-20T04:00:00Z,"House Energy and Commerce"
"“Profits Over Consumers: Exposing How Pharmaceutical Companies Game the System”",https://www.congress.gov/event/116th-congress/house-event/109970,116th,"House of Representatives",2019-09-19T14:30:00Z,"House Energy and Commerce"
"Protecting Unaccompanied Children: The Ongoing Impacts of the Trump Administration’s Cruel Policies",https://www.congress.gov/event/116th-congress/house-event/109953,116th,"House of Representatives",2019-09-19T14:00:00Z,"House Energy and Commerce"
"PROFITS OVER CONSUMERS: EXPOSING HOW PHARMACEUTICAL COMPANIES GAME THE SYSTEM",https://www.congress.gov/event/116th-congress/house-event/LC68284/text,116th,"House of Representatives",2019-09-19T04:00:00Z,"House Energy and Commerce"
"PROTECTING UNACCOMPANIED CHILDREN: THE ONGOING IMPACTS OF THE TRUMP ADMINISTRATION'S CRUEL POLICIES",https://www.congress.gov/event/116th-congress/house-event/LC65523/text,116th,"House of Representatives",2019-09-19T04:00:00Z,"House Energy and Commerce"
"""Building a 100 Percent Clean Economy: Pathways to Net Zero Industrial Emissions""",https://www.congress.gov/event/116th-congress/house-event/109943,116th,"House of Representatives",2019-09-18T14:00:00Z,"House Energy and Commerce"
"BUILDING A 100 PERCENT CLEAN ECONOMY: PATHWAYS TO NET ZERO INDUSTRIAL EMISSIONS",https://www.congress.gov/event/116th-congress/house-event/LC68662/text,116th,"House of Representatives",2019-09-18T04:00:00Z,"House Energy and Commerce"
"""Legislating to Connect America: Improving the Nation’s Broadband Maps""",https://www.congress.gov/event/116th-congress/house-event/109914,116th,"House of Representatives",2019-09-11T14:30:00Z,"House Energy and Commerce"
"""Protecting and Securing Chemical Facilities from Terrorist Attacks""",https://www.congress.gov/event/116th-congress/house-event/109920,116th,"House of Representatives",2019-09-11T14:00:00Z,"House Energy and Commerce"
"LEGISLATING TO CONNECT AMERICA: IMPROVING THE NATION'S BROADBAND MAPS",https://www.congress.gov/event/116th-congress/house-event/LC65730/text,116th,"House of Representatives",2019-09-11T04:00:00Z,"House Energy and Commerce"
"PROTECTING AND SECURING CHEMICAL FACILITIES FROM TERRORIST ATTACKS",https://www.congress.gov/event/116th-congress/house-event/LC68819/text,116th,"House of Representatives",2019-09-11T04:00:00Z,"House Energy and Commerce"
"“Improving Maternal Health: Legislation to Advance Prevention Efforts and Access to Care”",https://www.congress.gov/event/116th-congress/house-event/109919,116th,"House of Representatives",2019-09-10T14:00:00Z,"House Energy and Commerce"
"IMPROVING MATERNAL HEALTH: LEGISLATION TO ADVANCE PREVENTION EFFORTS AND ACCESS TO CARE",https://www.congress.gov/event/116th-congress/house-event/LC65795/text,116th,"House of Representatives",2019-09-10T04:00:00Z,"House Energy and Commerce"
"Member Day Hearing",https://www.congress.gov/event/116th-congress/house-event/109877,116th,"House of Representatives",2019-07-25T14:00:00Z,"House Energy and Commerce"
"MEMBER DAY HEARING",https://www.congress.gov/event/116th-congress/house-event/LC68097/text,116th,"House of Representatives",2019-07-25T04:00:00Z,"House Energy and Commerce"
"""Legislation to Make Cars in America Safer""",https://www.congress.gov/event/116th-congress/house-event/109842,116th,"House of Representatives",2019-07-24T14:30:00Z,"House Energy and Commerce"
"""Building America’s Clean Future: Pathways to Decarbonize the Economy""",https://www.congress.gov/event/116th-congress/house-event/109843,116th,"House of Representatives",2019-07-24T14:00:00Z,"House Energy and Commerce"
"BUILDING AMERICA'S CLEAN FUTURE: PATHWAYS TO DECARBONIZE THE ECONOMY",https://www.congress.gov/event/116th-congress/house-event/LC67639/text,116th,"House of Representatives",2019-07-24T04:00:00Z,"House Energy and Commerce"
"LEGISLATION TO MAKE CARS IN AMERICA SAFER",https://www.congress.gov/event/116th-congress/house-event/LC65679/text,116th,"House of Representatives",2019-07-24T04:00:00Z,"House Energy and Commerce"
"H.R. 3375, H.R. 2211, H.R. 3172, H.R. 3170, H.R. 1618, H.R. 806, H.R. 2647, H.R. 1315, H.R. 2665, H.R. 2044, H.R. 359, H.R. 360, H.R. 362, H.R. 370, H.R. 2088, H.R. 2041, H.R. 2119, H.R. 2781, H.R. 728, H.R. 1058, H.R. 2507, H.R. 776, H.R. 2035, H.R. 2296, and H.R. 2328",https://www.congress.gov/event/116th-congress/house-event/109829,116th,"House of Representatives",2019-07-17T13:30:00Z,"House Energy and Commerce"
"""Our Wireless Future: Building A Comprehensive Approach to Spectrum Policy""",https://www.congress.gov/event/116th-congress/house-event/109797,116th,"House of Representatives",2019-07-16T14:30:00Z,"House Energy and Commerce"
"Oversight of Federal Efforts to Combat the Spread of Illicit Fentanyl",https://www.congress.gov/event/116th-congress/house-event/109817,116th,"House of Representatives",2019-07-16T14:00:00Z,"House Energy and Commerce"
"OUR WIRELESS FUTURE: BUILDING A COMPREHENSIVE APPROACH TO SPECTRUM POLICY",https://www.congress.gov/event/116th-congress/house-event/LC65720/text,116th,"House of Representatives",2019-07-16T04:00:00Z,"House Energy and Commerce"
"OVERSIGHT OF FEDERAL EFFORTS TO COMBAT THE SPREAD OF ILLICIT FENTANYL",https://www.congress.gov/event/116th-congress/house-event/LC66780/text,116th,"House of Representatives",2019-07-16T04:00:00Z,"House Energy and Commerce"
"""Keeping The Lights On: Addressing Cyber Threats To The Grid""",https://www.congress.gov/event/116th-congress/house-event/109764,116th,"House of Representatives",2019-07-12T13:30:00Z,"House Energy and Commerce"
"KEEPING THE LIGHTS ON: ADDRESSING CYBER THREATS TO THE GRID",https://www.congress.gov/event/116th-congress/house-event/LC65703/text,116th,"House of Representatives",2019-07-12T04:00:00Z,"House Energy and Commerce"
"10 Bills to Reauthorize Health Programs and other Public Health Improvements",https://www.congress.gov/event/116th-congress/house-event/109779,116th,"House of Representatives",2019-07-11T14:00:00Z,"House Energy and Commerce"
"Six Bills to Protect Consumers from Dangerous Products",https://www.congress.gov/event/116th-congress/house-event/109777,116th,"House of Representatives",2019-07-10T14:00:00Z,"House Energy and Commerce"
"H.R. 3432, the ""Safer Pipelines Act of 2019""",https://www.congress.gov/event/116th-congress/house-event/109734,116th,"House of Representatives",2019-06-26T14:00:00Z,"House Energy and Commerce"
"H.R. 3375, the ""Stopping Bad Robocalls Act""",https://www.congress.gov/event/116th-congress/house-event/109714,116th,"House of Representatives",2019-06-25T18:00:00Z,"House Energy and Commerce"
"""Reauthorizing Vital Health Programs for American Families""",https://www.congress.gov/event/116th-congress/house-event/109704,116th,"House of Representatives",2019-06-25T14:00:00Z,"House Energy and Commerce"
"REAUTHORIZING VITAL HEALTH PROGRAMS FOR AMERICAN FAMILIES",https://www.congress.gov/event/116th-congress/house-event/LC69032/text,116th,"House of Representatives",2019-06-25T04:00:00Z,"House Energy and Commerce"
"“Strengthening Health Care in the U.S. Territories for Today and Into the Future”",https://www.congress.gov/event/116th-congress/house-event/109671,116th,"House of Representatives",2019-06-20T14:30:00Z,"House Energy and Commerce"
"""Driving in Reverse:  The Administration’s Rollback of Fuel Economy and Clean Car Standards""",https://www.congress.gov/event/116th-congress/house-event/109670,116th,"House of Representatives",2019-06-20T14:00:00Z,"House Energy and Commerce"
"DRIVING IN REVERSE: THE ADMINISTRATION'S ROLLBACK OF FUEL ECONOMY AND CLEAN CAR STANDARDS",https://www.congress.gov/event/116th-congress/house-event/LC65725/text,116th,"House of Representatives",2019-06-20T04:00:00Z,"House Energy and Commerce"
"STRENGTHENING HEALTHCARE IN THE U.S. TERRITORIES FOR TODAY AND INTO THE FUTURE",https://www.congress.gov/event/116th-congress/house-event/LC68958/text,116th,"House of Representatives",2019-06-20T04:00:00Z,"House Energy and Commerce"
"""Legislative Solutions to Make Our Nation's Pipelines Safer.""",https://www.congress.gov/event/116th-congress/house-event/109651,116th,"House of Representatives",2019-06-19T14:30:00Z,"House Energy and Commerce"
"""Protecting Title X and Safeguarding Quality Family Planning Care""",https://www.congress.gov/event/116th-congress/house-event/109650,116th,"House of Representatives",2019-06-19T14:00:00Z,"House Energy and Commerce"
"LEGISLATIVE SOLUTIONS TO MAKE OUR NATION'S PIPELINES SAFER",https://www.congress.gov/event/116th-congress/house-event/LC65735/text,116th,"House of Representatives",2019-06-19T04:00:00Z,"House Energy and Commerce"
"PROTECTING TITLE X AND SAFEGUARDING QUALITY FAMILY PLANNING CARE",https://www.congress.gov/event/116th-congress/house-event/LC66781/text,116th,"House of Representatives",2019-06-19T04:00:00Z,"House Energy and Commerce"
"""Keeping Kids and Consumers Safe from Dangerous Products""",https://www.congress.gov/event/116th-congress/house-event/109635,116th,"House of Representatives",2019-06-13T14:30:00Z,"House Energy and Commerce"
"""Cleaning Up Communities: Ensuring Safe Storage and Disposal of Spent Nuclear Fuel""",https://www.congress.gov/event/116th-congress/house-event/109638,116th,"House of Representatives",2019-06-13T14:00:00Z,"House Energy and Commerce"
"CLEANING UP COMMUNITIES: ENSURING SAFE STORAGE AND DISPOSAL OF SPENT NUCLEAR FUEL",https://www.congress.gov/event/116th-congress/house-event/LC67671/text,116th,"House of Representatives",2019-06-13T04:00:00Z,"House Energy and Commerce"
"KEEPING KIDS AND CONSUMERS SAFE FROM DANGEROUS PRODUCTS",https://www.congress.gov/event/116th-congress/house-event/LC65668/text,116th,"House of Representatives",2019-06-13T04:00:00Z,"House Energy and Commerce"
"""Oversight of FERC: Ensuring Its Actions Benefit Consumers and the Environment""",https://www.congress.gov/event/116th-congress/house-event/109627,116th,"House of Representatives",2019-06-12T14:30:00Z,"House Energy and Commerce"
"""No More Surprises: Protecting Patients from Surprise Medical Bills""",https://www.congress.gov/event/116th-congress/house-event/109626,116th,"House of Representatives",2019-06-12T14:00:00Z,"House Energy and Commerce"
"NO MORE SURPRISES: PROTECTING PATIENTS FROM SURPRISE MEDICAL BILLS",https://www.congress.gov/event/116th-congress/house-event/LC68101/text,116th,"House of Representatives",2019-06-12T04:00:00Z,"House Energy and Commerce"
"OVERSIGHT OF FERC: ENSURING ITS ACTIONS BENEFIT CONSUMERS AND THE ENVIRONMENT",https://www.congress.gov/event/116th-congress/house-event/LC65606/text,116th,"House of Representatives",2019-06-12T04:00:00Z,"House Energy and Commerce"
"""Critical Mission: Former Administrators Address the Direction of the EPA""",https://www.congress.gov/event/116th-congress/house-event/109615,116th,"House of Representatives",2019-06-11T14:00:00Z,"House Energy and Commerce"
"CRITICAL MISSION: FORMER ADMINISTRATORS ADDRESS THE DIRECTION OF THE EPA",https://www.congress.gov/event/116th-congress/house-event/LC65500/text,116th,"House of Representatives",2019-06-11T04:00:00Z,"House Energy and Commerce"
"""STELAR Review: Protecting Consumers in an Evolving Media Marketplace""",https://www.congress.gov/event/116th-congress/house-event/109584,116th,"House of Representatives",2019-06-04T14:30:00Z,"House Energy and Commerce"
"""Investing in America's Healthcare""",https://www.congress.gov/event/116th-congress/house-event/109583,116th,"House of Representatives",2019-06-04T14:00:00Z,"House Energy and Commerce"
"INVESTING IN AMERICA'S HEALTHCARE",https://www.congress.gov/event/116th-congress/house-event/LC65783/text,116th,"House of Representatives",2019-06-04T04:00:00Z,"House Energy and Commerce"
"STELAR REVIEW: PROTECTING CONSUMERS IN AN EVOLVING MEDIA MARKETPLACE",https://www.congress.gov/event/116th-congress/house-event/LC68099/text,116th,"House of Representatives",2019-06-04T04:00:00Z,"House Energy and Commerce"
"""Summer Driving Dangers: Exploring  Ways to Protect Drivers and their Families""",https://www.congress.gov/event/116th-congress/house-event/109548,116th,"House of Representatives",2019-05-23T14:00:00Z,"House Energy and Commerce"
"SUMMER DRIVING DANGERS: EXPLORING WAYS TO PROTECT DRIVERS AND THEIR FAMILIES",https://www.congress.gov/event/116th-congress/house-event/LC65897/text,116th,"House of Representatives",2019-05-23T04:00:00Z,"House Energy and Commerce"
"""LIFT America: Modernizing Our Infrastructure for the Future"" - H.R. 2741, the ""Leading Infrastructure for Tomorrow's America Act""",https://www.congress.gov/event/116th-congress/house-event/109531,116th,"House of Representatives",2019-05-22T14:00:00Z,"House Energy and Commerce"
"LIFT AMERICA: MODERNIZING OUR INFRASTRUCTURE FOR THE FUTURE",https://www.congress.gov/event/116th-congress/house-event/LC67996/text,116th,"House of Representatives",2019-05-22T04:00:00Z,"House Energy and Commerce"
"“Improving Drug Pricing Transparency and Lowering Prices for American Consumers”",https://www.congress.gov/event/116th-congress/house-event/109551,116th,"House of Representatives",2019-05-21T14:30:00Z,"House Energy and Commerce"
"""Undermining Mercury Protections: EPA Endangers Human Health and the Environment""",https://www.congress.gov/event/116th-congress/house-event/109556,116th,"House of Representatives",2019-05-21T14:00:00Z,"House Energy and Commerce"
"IMPROVING DRUG PRICING TRANSPARENCY AND LOWERING PRICES FOR AMERICAN CONSUMERS",https://www.congress.gov/event/116th-congress/house-event/LC66644/text,116th,"House of Representatives",2019-05-21T04:00:00Z,"House Energy and Commerce"
"UNDERMINING MERCURY PROTECTIONS: EPA ENDANGERS HUMAN HEALTH AND THE ENVIRONMENT",https://www.congress.gov/event/116th-congress/house-event/LC65450/text,116th,"House of Representatives",2019-05-21T04:00:00Z,"House Energy and Commerce"
"Subcommittee Markup of 10 Energy bills",https://www.congress.gov/event/116th-congress/house-event/109533,116th,"House of Representatives",2019-05-16T14:00:00Z,"House Energy and Commerce"
"“Protecting Americans at Risk of PFAS Contamination and Exposure”",https://www.congress.gov/event/116th-congress/house-event/109746,116th,"House of Representatives",2019-05-15T14:30:00Z,"House Energy and Commerce"
"""Accountability and Oversight of the Federal Communications Commission""",https://www.congress.gov/event/116th-congress/house-event/109479,116th,"House of Representatives",2019-05-15T14:00:00Z,"House Energy and Commerce"
"ACCOUNTABILITY AND OVERSIGHT OF THE FEDERAL COMMUNICATIONS COMMISSION",https://www.congress.gov/event/116th-congress/house-event/LC65608/text,116th,"House of Representatives",2019-05-15T04:00:00Z,"House Energy and Commerce"
"PROTECTING AMERICANS AT RISK OF PFAS CONTAMINATION AND EXPOSURE",https://www.congress.gov/event/116th-congress/house-event/LC67638/text,116th,"House of Representatives",2019-05-15T04:00:00Z,"House Energy and Commerce"
"""The Fiscal Year 2020 DOE Budget""",https://www.congress.gov/event/116th-congress/house-event/109433,116th,"House of Representatives",2019-05-09T14:15:00Z,"House Energy and Commerce"
"""Lowering Prescription Drug Prices: Deconstructing the Drug Supply Chain""",https://www.congress.gov/event/116th-congress/house-event/109436,116th,"House of Representatives",2019-05-09T14:00:00Z,"House Energy and Commerce"
"LOWERING PRESCRIPTION DRUG PRICES: DECON-STRUCTING THE DRUG SUPPLY CHAIN",https://www.congress.gov/event/116th-congress/house-event/LC69089/text,116th,"House of Representatives",2019-05-09T04:00:00Z,"House Energy and Commerce"
"THE FISCAL YEAR 2020 DOE BUDGET",https://www.congress.gov/event/116th-congress/house-event/LC65481/text,116th,"House of Representatives",2019-05-09T04:00:00Z,"House Energy and Commerce"
"“Oversight of the Federal Trade Commission: Strengthening Protections for Americans’ Privacy and Data Security”",https://www.congress.gov/event/116th-congress/house-event/109415,116th,"House of Representatives",2019-05-08T14:30:00Z,"House Energy and Commerce"
"""Ban Asbestos Now: Taking Action to Save Lives and Livelihoods""",https://www.congress.gov/event/116th-congress/house-event/109414,116th,"House of Representatives",2019-05-08T14:00:00Z,"House Energy and Commerce"
"BAN ASBESTOS NOW: TAKING ACTION TO SAVE LIVES AND LIVELIHOODS",https://www.congress.gov/event/116th-congress/house-event/LC65785/text,116th,"House of Representatives",2019-05-08T04:00:00Z,"House Energy and Commerce"
"OVERSIGHT OF THE FEDERAL TRADE COMMISSION: STRENGTHENING PROTECTIONS FOR AMERICANS' PRIVACY AND DATA SECURITY",https://www.congress.gov/event/116th-congress/house-event/LC65731/text,116th,"House of Representatives",2019-05-08T04:00:00Z,"House Energy and Commerce"
"""DOE’s Mounting Cleanup Costs: Billions in Environmental Liability and Growing”",https://www.congress.gov/event/116th-congress/house-event/109370,116th,"House of Representatives",2019-05-01T14:30:00Z,"House Energy and Commerce"
"""The State of Pipeline Safety and Security in America""",https://www.congress.gov/event/116th-congress/house-event/109369,116th,"House of Representatives",2019-05-01T14:00:00Z,"House Energy and Commerce"
"DOE'S MOUNTING CLEANUP COSTS: BILLIONS IN ENVIRONMENTAL LIABILITY AND GROWING",https://www.congress.gov/event/116th-congress/house-event/LC65329/text,116th,"House of Representatives",2019-05-01T04:00:00Z,"House Energy and Commerce"
"THE STATE OF PIPELINE SAFETY AND SECURITY IN AMERICA",https://www.congress.gov/event/116th-congress/house-event/LC65478/text,116th,"House of Representatives",2019-05-01T04:00:00Z,"House Energy and Commerce"
"""Prescription Drug Coverage in the Medicare Program.""",https://www.congress.gov/event/116th-congress/house-event/109361,116th,"House of Representatives",2019-04-30T14:30:00Z,"House Energy and Commerce"
"""Legislating to Stop the Onslaught of Annoying Robocalls""",https://www.congress.gov/event/116th-congress/house-event/109357,116th,"House of Representatives",2019-04-30T14:00:00Z,"House Energy and Commerce"
"LEGISLATING TO STOP THE ONSLAUGHT OF ANNOYING ROBOCALLS",https://www.congress.gov/event/116th-congress/house-event/LC65515/text,116th,"House of Representatives",2019-04-30T04:00:00Z,"House Energy and Commerce"
"PRESCRIPTION DRUG COVERAGE IN THE MEDICARE PROGRAM",https://www.congress.gov/event/116th-congress/house-event/LC69088/text,116th,"House of Representatives",2019-04-30T04:00:00Z,"House Energy and Commerce"
"“Priced Out of a Lifesaving Drug: Getting Answers on the Rising Cost of Insulin”",https://www.congress.gov/event/116th-congress/house-event/109299,116th,"House of Representatives",2019-04-10T14:30:00Z,"House Energy and Commerce"
"""Investing in America’s Energy Infrastructure: Improving Energy Efficiency and Creating a Diverse Workforce""",https://www.congress.gov/event/116th-congress/house-event/109300,116th,"House of Representatives",2019-04-10T14:00:00Z,"House Energy and Commerce"
"INVESTING IN AMERICA'S ENERGY INFRASTRUCTURE: IMPROVING ENERGY EFFICIENCY AND CREATING A DIVERSE WORKFORCE",https://www.congress.gov/event/116th-congress/house-event/LC65702/text,116th,"House of Representatives",2019-04-10T04:00:00Z,"House Energy and Commerce"
"PRICED OUT OF A LIFESAVING DRUG: GETTING ANSWERS ON THE RISING COST OF INSULIN",https://www.congress.gov/event/116th-congress/house-event/LC65499/text,116th,"House of Representatives",2019-04-10T04:00:00Z,"House Energy and Commerce"
"""Protecting Americans from Dangerous Products: Is the Consumer Product Safety Commission Fulfilling Its Mission?""",https://www.congress.gov/event/116th-congress/house-event/109318,116th,"House of Representatives",2019-04-09T14:15:00Z,"House Energy and Commerce"
"Protecting Americans from Dangerous Products: Is the Consumer Product Safety Commission Fulfilling Its Mission?",https://www.congress.gov/event/116th-congress/house-event/109316,116th,"House of Representatives",2019-04-09T14:15:00Z,"House Energy and Commerce"
"""Fiscal Year 2020 EPA Budget""",https://www.congress.gov/event/116th-congress/house-event/109317,116th,"House of Representatives",2019-04-09T14:00:00Z,"House Energy and Commerce"
"FISCAL YEAR 2020 EPA BUDGET",https://www.congress.gov/event/116th-congress/house-event/LC65748/text,116th,"House of Representatives",2019-04-09T04:00:00Z,"House Energy and Commerce"
"PROTECTING AMERICANS FROM DANGEROUS PRODUCTS: IS THE CONSUMER PRODUCT SAFETY COMMISSION FULFILLING ITS MISSION?",https://www.congress.gov/event/116th-congress/house-event/LC65349/text,116th,"House of Representatives",2019-04-09T04:00:00Z,"House Energy and Commerce"
"H.R.1644, H.R.1781, H.R.938, H.R.1520, H.R.1503, H.R.1499, H.R.965, H.R.1385, H.R.1386, H.R.987, H.R.1010, H.R.986, H.R.1425, H.R.9 (taken up on 04/04/2019).",https://www.congress.gov/event/116th-congress/house-event/109262,116th,"House of Representatives",2019-04-03T13:30:00Z,"House Energy and Commerce"
"""Priced Out of a Lifesaving Drug: The Human Impact of Rising Insulin Costs""",https://www.congress.gov/event/116th-congress/house-event/109502,116th,"House of Representatives",2019-04-02T14:30:00Z,"House Energy and Commerce"
"""Lessons from Across the Nation: State and Local Action to Combat Climate Change""",https://www.congress.gov/event/116th-congress/house-event/109745,116th,"House of Representatives",2019-04-02T14:00:00Z,"House Energy and Commerce"
"LESSONS FROM ACROSS THE NATION: STATE AND LOCAL ACTION TO COMBAT CLIMATE CHANGE",https://www.congress.gov/event/116th-congress/house-event/LC65692/text,116th,"House of Representatives",2019-04-02T04:00:00Z,"House Energy and Commerce"
"PRICED OUT OF A LIFESAVING DRUG: THE HUMAN IMPACT OF RISING INSULIN COSTS",https://www.congress.gov/event/116th-congress/house-event/LC65517/text,116th,"House of Representatives",2019-04-02T04:00:00Z,"House Energy and Commerce"
"12 bills relating to Public Health and the Affordable Care Act.",https://www.congress.gov/event/116th-congress/house-event/109203,116th,"House of Representatives",2019-03-27T14:00:00Z,"House Energy and Commerce"
"H.R. 1644, the ""Save the Internet Act of 2019""",https://www.congress.gov/event/116th-congress/house-event/109174,116th,"House of Representatives",2019-03-26T14:00:00Z,"House Energy and Commerce"
"“Enhancing Vehicle Technology to Prevent Drunk Driving”",https://www.congress.gov/event/116th-congress/house-event/109109,116th,"House of Representatives",2019-03-14T14:00:00Z,"House Energy and Commerce"
"ENHANCING VEHICLE TECHNOLOGY TO PREVENT DRUNK DRIVING",https://www.congress.gov/event/116th-congress/house-event/LC65495/text,116th,"House of Representatives",2019-03-14T04:00:00Z,"House Energy and Commerce"
"""Mismanaging Chemical Risks: EPA's Failure to Protect Workers""",https://www.congress.gov/event/116th-congress/house-event/109117,116th,"House of Representatives",2019-03-13T14:30:00Z,"House Energy and Commerce"
"""Lowering the Cost of Prescription Drugs: Reducing Barriers to Market Competition""",https://www.congress.gov/event/116th-congress/house-event/109107,116th,"House of Representatives",2019-03-13T14:00:00Z,"House Energy and Commerce"
"LOWERING THE COST OF PRESCRIPTION DRUGS: REDUCING BARRIERS TO MARKET COMPETITION",https://www.congress.gov/event/116th-congress/house-event/LC65883/text,116th,"House of Representatives",2019-03-13T04:00:00Z,"House Energy and Commerce"
"MISMANAGING CHEMICAL RISKS: EPA'S FAILURE TO PROTECT WORKERS",https://www.congress.gov/event/116th-congress/house-event/LC67640/text,116th,"House of Representatives",2019-03-13T04:00:00Z,"House Energy and Commerce"
"“The Fiscal Year 2020 HHS Budget”",https://www.congress.gov/event/116th-congress/house-event/109108,116th,"House of Representatives",2019-03-12T16:00:00Z,"House Energy and Commerce"
"""Legislating to Safeguard the Free and Open Internet.""",https://www.congress.gov/event/116th-congress/house-event/109059,116th,"House of Representatives",2019-03-12T15:00:00Z,"House Energy and Commerce"
"LEGISLATING TO SAFEGUARD THE FREE AND OPEN INTERNET",https://www.congress.gov/event/116th-congress/house-event/LC65491/text,116th,"House of Representatives",2019-03-12T04:00:00Z,"House Energy and Commerce"
"THE FISCAL YEAR 2020 HHS BUDGET",https://www.congress.gov/event/116th-congress/house-event/LC65492/text,116th,"House of Representatives",2019-03-12T04:00:00Z,"House Energy and Commerce"
"""Wasted Energy: DOE's Inaction on Efficiency Standards and Its Impact on Consumers and the Climate"" (rescheduled from 02.12.2019)",https://www.congress.gov/event/116th-congress/house-event/109029,116th,"House of Representatives",2019-03-07T15:00:00Z,"House Energy and Commerce"
"WASTED ENERGY: DOE'S INACTION ON EFFICIENCY STANDARDS AND ITS IMPACT ON CONSUMERS AND THE CLIMATE",https://www.congress.gov/event/116th-congress/house-event/LC64606/text,116th,"House of Representatives",2019-03-07T05:00:00Z,"House Energy and Commerce"
"“Inclusion in Tech: How Diversity Benefits All Americans”",https://www.congress.gov/event/116th-congress/house-event/108901,116th,"House of Representatives",2019-03-06T15:30:00Z,"House Energy and Commerce"
"""Strengthening Our Health Care System: Legislation to Lower Consumer Costs and Expand Access""",https://www.congress.gov/event/116th-congress/house-event/109060,116th,"House of Representatives",2019-03-06T15:00:00Z,"House Energy and Commerce"
"INCLUSION IN TECH: HOW DIVERSITY BENEFITS ALL AMERICANS",https://www.congress.gov/event/116th-congress/house-event/LC65570/text,116th,"House of Representatives",2019-03-06T05:00:00Z,"House Energy and Commerce"
"STRENGTHENING OUR HEALTHCARE SYSTEM: LEGISLATION TO LOWER CONSUMER COSTS AND EXPAND ACCESS",https://www.congress.gov/event/116th-congress/house-event/LC65387/text,116th,"House of Representatives",2019-03-06T05:00:00Z,"House Energy and Commerce"
"""We'll Always Have Paris: Filling the Leadership Void Caused by Federal Inaction on Climate Change""",https://www.congress.gov/event/116th-congress/house-event/108973,116th,"House of Representatives",2019-02-28T15:00:00Z,"House Energy and Commerce"
"WE'LL ALWAYS HAVE PARIS: FILLING THE LEADERSHIP VOID CAUSED BY FEDERAL INACTION ON CLIMATE CHANGE",https://www.congress.gov/event/116th-congress/house-event/LC65693/text,116th,"House of Representatives",2019-02-28T05:00:00Z,"House Energy and Commerce"
"""Clean Energy Infrastructure and the Workforce to Build It"" on H.R. 1315, the ""Blue Collar to Green Collar Jobs Development Act of 2019""",https://www.congress.gov/event/116th-congress/house-event/109168,116th,"House of Representatives",2019-02-27T15:30:00Z,"House Energy and Commerce"
"""Confronting a Growing Public Health Threat: Measles Outbreaks in the U.S.""",https://www.congress.gov/event/116th-congress/house-event/108994,116th,"House of Representatives",2019-02-27T15:00:00Z,"House Energy and Commerce"
"CLEAN ENERGY INFRASTRUCTURE AND THE WORKFORCE TO BUILD IT",https://www.congress.gov/event/116th-congress/house-event/LC64604/text,116th,"House of Representatives",2019-02-27T05:00:00Z,"House Energy and Commerce"
"CONFRONTING A GROWING PUBLIC HEALTH THREAT: MEASLES OUTBREAKS IN THE U.S.",https://www.congress.gov/event/116th-congress/house-event/LC64923/text,116th,"House of Representatives",2019-02-27T05:00:00Z,"House Energy and Commerce"
"""EPA's Enforcement Program:  Taking the Environmental Cop Off the Beat""",https://www.congress.gov/event/116th-congress/house-event/108943,116th,"House of Representatives",2019-02-26T15:30:00Z,"House Energy and Commerce"
"""Protecting Consumer Privacy in the Era of Big Data""",https://www.congress.gov/event/116th-congress/house-event/108942,116th,"House of Representatives",2019-02-26T15:00:00Z,"House Energy and Commerce"
"EPA'S ENFORCEMENT PROGRAM: TAKING THE ENVIRONMENTAL COP OFF THE BEAT",https://www.congress.gov/event/116th-congress/house-event/LC64761/text,116th,"House of Representatives",2019-02-26T05:00:00Z,"House Energy and Commerce"
"PROTECTING CONSUMER PRIVACY IN THE ERA OF BIG DATA",https://www.congress.gov/event/116th-congress/house-event/LC65338/text,116th,"House of Representatives",2019-02-26T05:00:00Z,"House Energy and Commerce"
"Strengthening Our Health Care System: Legislation to Reverse ACA Sabotage and Ensure Pre-Existing Conditions Protections",https://www.congress.gov/event/116th-congress/house-event/108896,116th,"House of Representatives",2019-02-13T15:30:00Z,"House Energy and Commerce"
"“Protecting Consumers and Competition: An Examination of the T-Mobile and Sprint Merger.”",https://www.congress.gov/event/116th-congress/house-event/108895,116th,"House of Representatives",2019-02-13T15:00:00Z,"House Energy and Commerce"
"STRENGTHENING OUR HEALTHCARE SYSTEM: LEGISLATION TO REVERSE ACA SABOTAGE AND ENSURE PREEXISTING CONDITIONS PROTECTIONS",https://www.congress.gov/event/116th-congress/house-event/LC65427/text,116th,"House of Representatives",2019-02-13T05:00:00Z,"House Energy and Commerce"
"“The Fiscal Year 2020 HHS Budget”",https://www.congress.gov/event/116th-congress/house-event/109067,116th,"House of Representatives",2019-02-12T17:00:00Z,"House Energy and Commerce"
"“Preserving an Open Internet for Consumers, Small Businesses, and Free Speech”",https://www.congress.gov/event/116th-congress/house-event/108845,116th,"House of Representatives",2019-02-07T16:00:00Z,"House Energy and Commerce"
"“Examining the Failures of the Trump Administration’s Inhumane Family Separation Policy”",https://www.congress.gov/event/116th-congress/house-event/108846,116th,"House of Representatives",2019-02-07T15:30:00Z,"House Energy and Commerce"
