Meeting Title,URL,Congress,Chamber,Meeting Date,Committee
"U.S. Biodefense and Response to the Novel Coronavirus Outbreak",https://www.congress.gov/event/116th-congress/house-event/110635,116th,"House of Representatives",2020-03-10T18:00:00Z,"House Oversight and Reform"
"Constitutional Checks and Balances:  Improving Congressional Oversight of the Executive Branch",https://www.congress.gov/event/116th-congress/house-event/110664,116th,"House of Representatives",2020-03-10T14:00:00Z,"House Oversight and Reform"
"Making IT a Priority for The Federal Government",https://www.congress.gov/event/116th-congress/house-event/110636,116th,"House of Representatives",2020-03-04T19:00:00Z,"House Oversight and Reform"
"The Committee will consider the following:
   
H.R. 4894, the Congressional Budget Justification Transparency Act;

H.R.6020, a bill requiring a GAO study on Minor League Baseball;

Several postal naming measures.",https://www.congress.gov/event/116th-congress/house-event/110654,116th,"House of Representatives",2020-03-04T16:15:00Z,"House Oversight and Reform"
"MAKING IT A PRIORITY FOR THE FEDERAL GOVERNMENT",https://www.congress.gov/event/116th-congress/house-event/LC65572/text,116th,"House of Representatives",2020-03-04T05:00:00Z,"House Oversight and Reform"
"Karshi-Khanabad:  Hazardous Exposures and Effects on U.S. Servicemembers",https://www.congress.gov/event/116th-congress/house-event/110577,116th,"House of Representatives",2020-02-27T17:30:00Z,"House Oversight and Reform"
"“The Administration’s Religious Liberty Assault on LGBTQ Rights.”",https://www.congress.gov/event/116th-congress/house-event/110579,116th,"House of Representatives",2020-02-27T14:00:00Z,"House Oversight and Reform"
"KARSHI-KHANABAD: HAZARDOUS EXPOSURES. AND EFFECTS ON U.S. SERVICEMEMBERS",https://www.congress.gov/event/116th-congress/house-event/LC65583/text,116th,"House of Representatives",2020-02-27T05:00:00Z,"House Oversight and Reform"
"THE ADMINISTRATION'S RELIGIOUS LIBERTY ASSAULT ON LGBTQ RIGHTS",https://www.congress.gov/event/116th-congress/house-event/LC65561/text,116th,"House of Representatives",2020-02-27T05:00:00Z,"House Oversight and Reform"
"Voter Suppression in Minority Communities:  Learning from the Past to Protect Our Future",https://www.congress.gov/event/116th-congress/house-event/110563,116th,"House of Representatives",2020-02-26T16:00:00Z,"House Oversight and Reform"
"VOTER SUPPRESSION IN MINORITY COMMUNITIES: LEARNING FROM THE PAST TO PROTECT OUR FUTURE",https://www.congress.gov/event/116th-congress/house-event/LC65364/text,116th,"House of Representatives",2020-02-26T05:00:00Z,"House Oversight and Reform"
"With Census Bureau Director, Dr. Steven Dillingham",https://www.congress.gov/event/116th-congress/house-event/110502,116th,"House of Representatives",2020-02-12T15:00:00Z,"House Oversight and Reform"
"WITH CENSUS BUREAU DIRECTOR, DR. STEVEN DILLINGHAM",https://www.congress.gov/event/116th-congress/house-event/LC65078/text,116th,"House of Representatives",2020-02-12T05:00:00Z,"House Oversight and Reform"
"Business Meeting on H.R.5803, Washington, D.C. Admission Act",https://www.congress.gov/event/116th-congress/house-event/110509,116th,"House of Representatives",2020-02-11T15:00:00Z,"House Oversight and Reform"
"“A Threat to America’s Children:  The Trump Administration’s Proposal to Undermine Protections from Mercury Air Toxics Standards.”",https://www.congress.gov/event/116th-congress/house-event/110455,116th,"House of Representatives",2020-02-06T19:00:00Z,"House Oversight and Reform"
"“A Threat to America’s Children:  The Trump Administration’s Proposed Changes to Broad Based Categorical Eligibility for the Supplemental Nutrition Assistance Program.”",https://www.congress.gov/event/116th-congress/house-event/110454,116th,"House of Representatives",2020-02-06T15:00:00Z,"House Oversight and Reform"
"A THREAT TO AMERICA'S CHILDREN: THE TRUMP ADMINISTRATION'S PROPOSAL TO UNDERMINE PROTECTIONS FROM MERCURY AIR TOXICS STANDARDS",https://www.congress.gov/event/116th-congress/house-event/LC65956/text,116th,"House of Representatives",2020-02-06T05:00:00Z,"House Oversight and Reform"
"“A Threat to America’s Children:  The Trump Administration’s Proposal to Gut Fair Housing Accountability.”",https://www.congress.gov/event/116th-congress/house-event/110452,116th,"House of Representatives",2020-02-05T19:00:00Z,"House Oversight and Reform"
"“A Threat to America’s Children?  The Trump Administration’s Proposed Changes to the Poverty Line Calculation.”",https://www.congress.gov/event/116th-congress/house-event/110451,116th,"House of Representatives",2020-02-05T15:00:00Z,"House Oversight and Reform"
"A THREAT TO AMERICA'S CHILDREN: THE TRUMP ADMINISTRATION'S PROPOSAL TO GUT FAIR HOUSING ACCOUNTABILITY",https://www.congress.gov/event/116th-congress/house-event/LC65105/text,116th,"House of Representatives",2020-02-05T05:00:00Z,"House Oversight and Reform"
"A THREAT TO AMERICA'S CHILDREN: THE TRUMP ADMINISTRATION'S PROPOSED CHANGES TO THE POVERTY LINE CALCULATION",https://www.congress.gov/event/116th-congress/house-event/LC64883/text,116th,"House of Representatives",2020-02-05T05:00:00Z,"House Oversight and Reform"
"“75 Years After the Holocaust:  The Ongoing Battle Against Hate”",https://www.congress.gov/event/116th-congress/house-event/110419,116th,"House of Representatives",2020-01-29T15:00:00Z,"House Oversight and Reform"
"75 YEARS AFTER THE HOLOCAUST: THE ONGOING BATTLE AGAINST HATE",https://www.congress.gov/event/116th-congress/house-event/LC65752/text,116th,"House of Representatives",2020-01-29T05:00:00Z,"House Oversight and Reform"
"“Protecting Those Who Blow the Whistle on Government Wrongdoing”",https://www.congress.gov/event/116th-congress/house-event/110405,116th,"House of Representatives",2020-01-28T19:00:00Z,"House Oversight and Reform"
"“Examining the Trump Administration’s Afghanistan Strategy”",https://www.congress.gov/event/116th-congress/house-event/110403,116th,"House of Representatives",2020-01-28T15:00:00Z,"House Oversight and Reform"
"EXAMINING THE TRUMP ADMINISTRATION'S AFGHANISTAN STRATEGY",https://www.congress.gov/event/116th-congress/house-event/LC65350/text,116th,"House of Representatives",2020-01-28T05:00:00Z,"House Oversight and Reform"
"PROTECTING THOSE WHO BLOW THE WHISTLE ON GOVERNMENT WRONGDOING",https://www.congress.gov/event/116th-congress/house-event/LC65074/text,116th,"House of Representatives",2020-01-28T05:00:00Z,"House Oversight and Reform"
"“Facial Recognition Technology (Part III):  Ensuring Commercial Transparency & Accuracy”",https://www.congress.gov/event/116th-congress/house-event/110380,116th,"House of Representatives",2020-01-15T15:00:00Z,"House Oversight and Reform"
"FACIAL RECOGNITION TECHNOLOGY (PART III): ENSURING COMMERCIAL TRANSPARENCY AND ACCURACY",https://www.congress.gov/event/116th-congress/house-event/LC65079/text,116th,"House of Representatives",2020-01-15T05:00:00Z,"House Oversight and Reform"
"“Reaching Hard-to-Count Communities in the 2020 Census”",https://www.congress.gov/event/116th-congress/house-event/110349,116th,"House of Representatives",2020-01-09T15:00:00Z,"House Oversight and Reform"
"REACHING HARD-TO-COUNT COMMUNITIES IN THE 2020 CENSUS",https://www.congress.gov/event/116th-congress/house-event/LC64873/text,116th,"House of Representatives",2020-01-09T05:00:00Z,"House Oversight and Reform"
"“Climate Change, Part IV:  Current Economic Effects of Climate Change and the Costs of Inaction”",https://www.congress.gov/event/116th-congress/house-event/110337,116th,"House of Representatives",2019-12-19T20:00:00Z,"House Oversight and Reform"
"Business Meeting",https://www.congress.gov/event/116th-congress/house-event/110343,116th,"House of Representatives",2019-12-19T14:00:00Z,"House Oversight and Reform"
"U.S. Counterterrorism Priorities and Challenges in Africa",https://www.congress.gov/event/116th-congress/house-event/110332,116th,"House of Representatives",2019-12-17T19:00:00Z,"House Oversight and Reform"
"U.S. COUNTERTERRORISM PRIORITIES AND CHALLENGES IN AFRICA",https://www.congress.gov/event/116th-congress/house-event/LC65560/text,116th,"House of Representatives",2019-12-17T05:00:00Z,"House Oversight and Reform"
"FITARA 9.0",https://www.congress.gov/event/116th-congress/house-event/110318,116th,"House of Representatives",2019-12-11T19:00:00Z,"House Oversight and Reform"
"""Righting the Ship:  The Coast Guard Must Improve its Processes for Addressing Harassment, Bullying, and Retaliation""",https://www.congress.gov/event/116th-congress/house-event/110330,116th,"House of Representatives",2019-12-11T15:00:00Z,"House Oversight and Reform"
"Righting the Ship:  The Coast Guard Must Improve its Processes for Addressing Harassment, Bullying, and Retaliation",https://www.congress.gov/event/116th-congress/house-event/110327,116th,"House of Representatives",2019-12-11T15:00:00Z,"House Oversight and Reform"
"FITARA 9.0",https://www.congress.gov/event/116th-congress/house-event/LC64657/text,116th,"House of Representatives",2019-12-11T05:00:00Z,"House Oversight and Reform"
"RIGHTING THE SHIP: THE COAST GUARD MUST IMPROVE ITS PROCESSES FOR ADDRESSING HARASSING, BULLYING, AND RETALIATION",https://www.congress.gov/event/116th-congress/house-event/LC65833/text,116th,"House of Representatives",2019-12-11T05:00:00Z,"House Oversight and Reform"
"“Examining Carcinogens in Talc and the Best Methods for Asbestos Detection”",https://www.congress.gov/event/116th-congress/house-event/110311,116th,"House of Representatives",2019-12-10T18:00:00Z,"House Oversight and Reform"
"Examining the Need for Comprehensive National Paid Family and Medical Leave",https://www.congress.gov/event/116th-congress/house-event/110312,116th,"House of Representatives",2019-12-10T15:00:00Z,"House Oversight and Reform"
"EXAMINING CARCINOGENS IN TALC AND THE BEST METHODS FOR ASBESTOS DETECTION",https://www.congress.gov/event/116th-congress/house-event/LC64684/text,116th,"House of Representatives",2019-12-10T05:00:00Z,"House Oversight and Reform"
"EXAMINING THE NEED FOR COMPREHENSIVE NATIONAL PAID FAMILY AND MEDICAL LEAVE",https://www.congress.gov/event/116th-congress/house-event/LC65557/text,116th,"House of Representatives",2019-12-10T05:00:00Z,"House Oversight and Reform"
"The Federal Response to the Epidemic of E-Cigarette Use, Especially Among Children, and the Food and Drug Administration’s Compliance Policy",https://www.congress.gov/event/116th-congress/house-event/110290,116th,"House of Representatives",2019-12-04T19:00:00Z,"House Oversight and Reform"
"THE FEDERAL RESPONSE TO THE EPIDEMIC OF E-CIGARETTE USE, ESPECIALLY AMONG CHILDREN, AND THE FOOD AND DRUG ADMINISTRATION'S COMPLIANCE POLICY",https://www.congress.gov/event/116th-congress/house-event/LC64711/text,116th,"House of Representatives",2019-12-04T05:00:00Z,"House Oversight and Reform"
"Improper Payments:  Time To Act",https://www.congress.gov/event/116th-congress/house-event/110244,116th,"House of Representatives",2019-11-20T19:00:00Z,"House Oversight and Reform"
"The Defense POW/MIA Accounting Agency:  Bringing Our Nation’s Heroes Home",https://www.congress.gov/event/116th-congress/house-event/110156,116th,"House of Representatives",2019-11-19T19:00:00Z,"House Oversight and Reform"
"“Toxic, Forever Chemicals:  A Call for Immediate Federal Action on PFAS”",https://www.congress.gov/event/116th-congress/house-event/110236,116th,"House of Representatives",2019-11-19T19:00:00Z,"House Oversight and Reform"
"THE DEFENSE POW/MIA ACCOUNTING AGENCY: BRINGING OUR NATION'S HEROES HOME",https://www.congress.gov/event/116th-congress/house-event/LC64748/text,116th,"House of Representatives",2019-11-19T05:00:00Z,"House Oversight and Reform"
"TOXIC, FOREVER CHAMICALS: A CALL FOR IMMEDIATE FEDERAL ACTION ON PFAS",https://www.congress.gov/event/116th-congress/house-event/LC64712/text,116th,"House of Representatives",2019-11-19T05:00:00Z,"House Oversight and Reform"
"Examining State Efforts to Undermine Access to Reproductive Health Care",https://www.congress.gov/event/116th-congress/house-event/110211,116th,"House of Representatives",2019-11-14T19:00:00Z,"House Oversight and Reform"
"EXAMINING STATE EFFORTS TO UNDERMINE ACCESS TO REPRODUCTIVE HEALTH CARE",https://www.congress.gov/event/116th-congress/house-event/LC64651/text,116th,"House of Representatives",2019-11-14T05:00:00Z,"House Oversight and Reform"
"Examining the White House’s Dysfunctional Security Clearance System",https://www.congress.gov/event/116th-congress/house-event/110164,116th,"House of Representatives",2019-10-30T18:00:00Z,"House Oversight and Reform"
"The Administration's Decision to Deport Critically Ill Children and Their Families",https://www.congress.gov/event/116th-congress/house-event/110099,116th,"House of Representatives",2019-10-30T14:00:00Z,"House Oversight and Reform"
"THE ADMINISTRATION'S DECISION TO DEPORT CRITICALLY ILL CHILDREN AND THEIR FAMILIES",https://www.congress.gov/event/116th-congress/house-event/LC65063/text,116th,"House of Representatives",2019-10-30T04:00:00Z,"House Oversight and Reform"
"Trump’s Wrong Turn on Clean Cars:  The Effects of Fuel Efficiency Rollbacks on the Climate, Car Companies and California",https://www.congress.gov/event/116th-congress/house-event/110157,116th,"House of Representatives",2019-10-29T14:00:00Z,"House Oversight and Reform"
"TRUMP'S WRONG TURN ON CLEAN CARS: THE EFFECTS OF FUEL EFFICIENCY ROLLBACKS ON THE CLIMATE, CAR COMPANIES, AND CALIFORNIA",https://www.congress.gov/event/116th-congress/house-event/LC64533/text,116th,"House of Representatives",2019-10-29T04:00:00Z,"House Oversight and Reform"
"“The Trump Administration’s Syria Policy:  Perspectives from the Field”",https://www.congress.gov/event/116th-congress/house-event/110125,116th,"House of Representatives",2019-10-23T18:00:00Z,"House Oversight and Reform"
"“Examining the Oil Industry’s Efforts to Suppress the Truth about Climate Change”",https://www.congress.gov/event/116th-congress/house-event/110126,116th,"House of Representatives",2019-10-23T14:00:00Z,"House Oversight and Reform"
"EXAMINING THE OIL INDUSTRY'S EFFORTS TO SUPPRESS THE TRUTH ABOUT CLIMATE CHANGE",https://www.congress.gov/event/116th-congress/house-event/LC64569/text,116th,"House of Representatives",2019-10-23T04:00:00Z,"House Oversight and Reform"
"THE TRUMP ADMINISTRATION'S SYRIA POLICY: PERSPECTIVES FROM THE FIELD",https://www.congress.gov/event/116th-congress/house-event/LC64568/text,116th,"House of Representatives",2019-10-23T04:00:00Z,"House Oversight and Reform"
"Metro:  Report Card for America’s Subway",https://www.congress.gov/event/116th-congress/house-event/110119,116th,"House of Representatives",2019-10-22T18:00:00Z,"House Oversight and Reform"
"METRO: REPORT CARD FOR AMERICA'S SUBWAY",https://www.congress.gov/event/116th-congress/house-event/LC64535/text,116th,"House of Representatives",2019-10-22T04:00:00Z,"House Oversight and Reform"
"The Administration’s Decision to Deport Critically Ill Children and Their Families",https://www.congress.gov/event/116th-congress/house-event/110043,116th,"House of Representatives",2019-09-26T18:00:00Z,"House Oversight and Reform"
"NextGen Feds:  Recruiting the Next Generation of Public Servants",https://www.congress.gov/event/116th-congress/house-event/110042,116th,"House of Representatives",2019-09-25T18:00:00Z,"House Oversight and Reform"
"NEXTGEN FEDS: RECRUITING THE NEXT GENERATION OF PUBLIC SERVANTS",https://www.congress.gov/event/116th-congress/house-event/LC64437/text,116th,"House of Representatives",2019-09-25T04:00:00Z,"House Oversight and Reform"
"“Don’t Vape:  Examining the Outbreak of Lung Disease and CDC’s Urgent Warning Not to Use E-Cigarettes”",https://www.congress.gov/event/116th-congress/house-event/109996,116th,"House of Representatives",2019-09-24T14:00:00Z,"House Oversight and Reform"
"DON'T VAPE: EXAMINING THE OUTBREAK OF LUNG DISEASE AND CDC'S URGENT WARNING NOT TO USE E-CIGARETTES",https://www.congress.gov/event/116th-congress/house-event/LC64567/text,116th,"House of Representatives",2019-09-24T04:00:00Z,"House Oversight and Reform"
"Joint National Security and Civil Rights Civil Liberties Subcommittee Hearing 
“Confronting Violent White Supremacy (Part III): Addressing the Transnational Terrorist Threat”",https://www.congress.gov/event/116th-congress/house-event/109965,116th,"House of Representatives",2019-09-20T13:00:00Z,"House Oversight and Reform"
"Joint National Security and Civil Rights Civil Liberties Subcommittee Hearing “Confronting Violent White Supremacy (Part III): Addressing the Transnational Terrorist Threat""",https://www.congress.gov/event/116th-congress/house-event/109977,116th,"House of Representatives",2019-09-20T13:00:00Z,"House Oversight and Reform"
"CONFRONTING VIOLENT WHITE SUPREMACY (PART III): ADDRESSING THE TRANSNATIONAL TERRORIST THREAT",https://www.congress.gov/event/116th-congress/house-event/LC64537/text,116th,"House of Representatives",2019-09-20T04:00:00Z,"House Oversight and Reform"
"H.R. 51:  Making D.C. the 51st State",https://www.congress.gov/event/116th-congress/house-event/109960,116th,"House of Representatives",2019-09-19T14:00:00Z,"House Oversight and Reform"
"H.R. 51: MAKING D.C. THE 51st STATE",https://www.congress.gov/event/116th-congress/house-event/LC64534/text,116th,"House of Representatives",2019-09-19T04:00:00Z,"House Oversight and Reform"
"MINORITY DAY, CONTINUATION OF H.R. 51: ``MAKING D.C. THE 51ST STATE, FROM SEPTEMBER 19, 2019''",https://www.congress.gov/event/116th-congress/house-event/LC64750/text,116th,"House of Representatives",2019-09-19T04:00:00Z,"House Oversight and Reform"
"“Overseeing the Overseers:  Council of the Inspectors General on Integrity and Efficiency @ 10 Years”",https://www.congress.gov/event/116th-congress/house-event/109944,116th,"House of Representatives",2019-09-18T15:00:00Z,"House Oversight and Reform"
"OVERSEEING THE OVERSEERS: COUNCIL OF THE INSPECTORS GENERAL ON INTEGRITY AND EFFICIENCY @ 10 YEARS",https://www.congress.gov/event/116th-congress/house-event/LC64685/text,116th,"House of Representatives",2019-09-18T04:00:00Z,"House Oversight and Reform"
"Environmental Injustice: Exploring Inequities in Air and Water Quality in Michigan",https://www.congress.gov/event/116th-congress/house-event/109923,116th,"House of Representatives",2019-09-16T18:00:00Z,"House Oversight and Reform"
"ENVIRONMENTAL INJUSTICE: EXPLORING INEQUITIES IN AIR AND WATER QUALITY IN MICHIGAN",https://www.congress.gov/event/116th-congress/house-event/LC64385/text,116th,"House of Representatives",2019-09-16T04:00:00Z,"House Oversight and Reform"
"“The Administration’s Apparent Revocation of Medical Deferred Action for Critically Ill Children.”",https://www.congress.gov/event/116th-congress/house-event/109892,116th,"House of Representatives",2019-09-11T16:00:00Z,"House Oversight and Reform"
"THE ADMINISTRATION'S APPARENT REVOCATION OF MEDICAL DEFERRED ACTION FOR CRITICALLY ILL CHILDREN",https://www.congress.gov/event/116th-congress/house-event/LC64882/text,116th,"House of Representatives",2019-09-11T04:00:00Z,"House Oversight and Reform"
"Securing the Nation's Internet Architecture",https://www.congress.gov/event/116th-congress/house-event/109894,116th,"House of Representatives",2019-09-10T18:00:00Z,"House Oversight and Reform"
"Securing the Nation’s Internet Architecture (Joint Subcommittee Hearing with HCAS, Subcommittee on Intelligence & Emerging Threats & Capabilities)",https://www.congress.gov/event/116th-congress/house-event/109903,116th,"House of Representatives",2019-09-10T18:00:00Z,"House Oversight and Reform"
"The Devil They Knew:  PFAS Contamination and the Need for Corporate Accountability, Part II",https://www.congress.gov/event/116th-congress/house-event/109902,116th,"House of Representatives",2019-09-10T18:00:00Z,"House Oversight and Reform"
"THE DEVIL THEY KNEW: PFAS CONTAMINATION AND THE NEED FOR CORPORATE ACCOUNTABILITY, PART II",https://www.congress.gov/event/116th-congress/house-event/LC64536/text,116th,"House of Representatives",2019-09-10T04:00:00Z,"House Oversight and Reform"
"Courage Under Fire: Examining Government Preparedness and Response to Wildfires in California",https://www.congress.gov/event/116th-congress/house-event/109883,116th,"House of Representatives",2019-08-20T14:00:00Z,"House Oversight and Reform"
"COURAGE UNDER FIRE: EXAMINING GOVERNMENT PREPAREDNESS AND RESPONSE TO WILDFIRES IN CALIFORNIA",https://www.congress.gov/event/116th-congress/house-event/LC64386/text,116th,"House of Representatives",2019-08-20T04:00:00Z,"House Oversight and Reform"
"The Patient Perspective:   The Devastating Impacts of Skyrocketing Drug Prices on American Families",https://www.congress.gov/event/116th-congress/house-event/109861,116th,"House of Representatives",2019-07-26T13:30:00Z,"House Oversight and Reform"
"THE PATIENT PERSPECTIVE: THE DEVASTATING IMPACTS OF SKYROCKETING DRUG PRICES ON AMERICAN FAMILIES",https://www.congress.gov/event/116th-congress/house-event/LC64570/text,116th,"House of Representatives",2019-07-26T04:00:00Z,"House Oversight and Reform"
"Examining JUUL’s Role in the Youth Nicotine Epidemic:  Part II",https://www.congress.gov/event/116th-congress/house-event/109846,116th,"House of Representatives",2019-07-25T18:00:00Z,"House Oversight and Reform"
"Business Meeting",https://www.congress.gov/event/116th-congress/house-event/109866,116th,"House of Representatives",2019-07-25T14:00:00Z,"House Oversight and Reform"
"EXAMINING JUUL'S ROLE IN THE YOUTH NICOTINE EPIDEMIC: PART II",https://www.congress.gov/event/116th-congress/house-event/LC64433/text,116th,"House of Representatives",2019-07-25T04:00:00Z,"House Oversight and Reform"
"The Devil They Knew – PFAS Contamination and the Need for Corporate Accountability",https://www.congress.gov/event/116th-congress/house-event/109847,116th,"House of Representatives",2019-07-24T18:00:00Z,"House Oversight and Reform"
"Beyond the Citizenship Question:  Repairing the Damage and Preparing to Count ‘We the People’ in 2020",https://www.congress.gov/event/116th-congress/house-event/109848,116th,"House of Representatives",2019-07-24T17:00:00Z,"House Oversight and Reform"
"Examining JUUL’s Role in the Youth Nicotine Epidemic:  Part I",https://www.congress.gov/event/116th-congress/house-event/109844,116th,"House of Representatives",2019-07-24T13:00:00Z,"House Oversight and Reform"
"BEYOND THE CITIZENSHIP QUESTION: REPAIRING THE DAMAGE AND PREPARING TO COUNT `WE THE PEOPLE' IN 2020",https://www.congress.gov/event/116th-congress/house-event/LC64686/text,116th,"House of Representatives",2019-07-24T04:00:00Z,"House Oversight and Reform"
"EXAMINING JUUL'S ROLE IN THE YOUTH NICOTINE EPIDEMIC: PART I",https://www.congress.gov/event/116th-congress/house-event/LC64388/text,116th,"House of Representatives",2019-07-24T04:00:00Z,"House Oversight and Reform"
"THE DEVIL THEY KNEW: PFAS CONTAMINATION AND THE NEED FOR CORPORATE ACCOUNTABILITY",https://www.congress.gov/event/116th-congress/house-event/LC64180/text,116th,"House of Representatives",2019-07-24T04:00:00Z,"House Oversight and Reform"
"“Restoring the Partnership:  The Future of Federalism in America”",https://www.congress.gov/event/116th-congress/house-event/109839,116th,"House of Representatives",2019-07-23T20:00:00Z,"House Oversight and Reform"
"THE FUTURE OF FEDERALISM IN AMERICA",https://www.congress.gov/event/116th-congress/house-event/LC64435/text,116th,"House of Representatives",2019-07-23T04:00:00Z,"House Oversight and Reform"
"With the Acting Secretary of Homeland Security Kevin K. McAleenan",https://www.congress.gov/event/116th-congress/house-event/109813,116th,"House of Representatives",2019-07-18T14:00:00Z,"House Oversight and Reform"
"ACTING SECRETARY OF HOMELAND SECURITY KEVIN K. MCALEENAN",https://www.congress.gov/event/116th-congress/house-event/LC64465/text,116th,"House of Representatives",2019-07-18T04:00:00Z,"House Oversight and Reform"
"“To the Cloud!  The Cloudy Role of FedRAMP in IT Modernization”",https://www.congress.gov/event/116th-congress/house-event/109809,116th,"House of Representatives",2019-07-17T15:00:00Z,"House Oversight and Reform"
"TO THE CLOUD! THE CLOUDY ROLE OF FEDRAMP IN IT MODERNIZATION",https://www.congress.gov/event/116th-congress/house-event/LC64179/text,116th,"House of Representatives",2019-07-17T04:00:00Z,"House Oversight and Reform"
"“Lessons Lost After Katrina? The Trump Administration’s Response to the Hurricanes in Puerto Rico and the U.S. Virgin Islands”",https://www.congress.gov/event/116th-congress/house-event/109802,116th,"House of Representatives",2019-07-16T14:00:00Z,"House Oversight and Reform"
"“Violations of the Hatch Act Under the Trump Administration, Part II:  Kellyanne Conway""",https://www.congress.gov/event/116th-congress/house-event/109776,116th,"House of Representatives",2019-07-15T20:00:00Z,"House Oversight and Reform"
"VIOLATIONS OF THE HATCH ACT UNDER THE TRUMP ADMINISTRATION, PART II: KELLYANNE CONWAY",https://www.congress.gov/event/116th-congress/house-event/LC64099/text,116th,"House of Representatives",2019-07-15T04:00:00Z,"House Oversight and Reform"
"“The Trump Administration’s Child Separation Policy:  Substantiated Allegations of Mistreatment”",https://www.congress.gov/event/116th-congress/house-event/109772,116th,"House of Representatives",2019-07-12T14:00:00Z,"House Oversight and Reform"
"THE TRUMP ADMINISTRATION'S CHILD SEPARATION POLICY: SUBSTANTIATED ALLEGATIONS OF MISTREATMENT",https://www.congress.gov/event/116th-congress/house-event/LC64211/text,116th,"House of Representatives",2019-07-12T04:00:00Z,"House Oversight and Reform"
"Identifying, Preventing, and Treating Childhood Trauma:  A Pervasive Public Health Issue that Needs Greater Federal Attention",https://www.congress.gov/event/116th-congress/house-event/109762,116th,"House of Representatives",2019-07-11T14:00:00Z,"House Oversight and Reform"
"IDENTIFYING, PREVENTING, AND TREATING CHILDHOOD TRAUMA: A PERVASIVE PUBLIC HEALTH ISSUE THAT NEEDS GREATER FEDERAL ATTENTION",https://www.congress.gov/event/116th-congress/house-event/LC64205/text,116th,"House of Representatives",2019-07-11T04:00:00Z,"House Oversight and Reform"
"Kids in Cages: Inhumane Treatment at the Border",https://www.congress.gov/event/116th-congress/house-event/109763,116th,"House of Representatives",2019-07-10T18:30:00Z,"House Oversight and Reform"
"The Trump Administration's Attack on the ACA: Reversal in Court Case Threatens Health Care for Millions of Americans",https://www.congress.gov/event/116th-congress/house-event/109761,116th,"House of Representatives",2019-07-10T14:00:00Z,"House Oversight and Reform"
"KIDS IN CAGES: INHUMANE TREATMENT AT THE BORDER",https://www.congress.gov/event/116th-congress/house-event/LC64156/text,116th,"House of Representatives",2019-07-10T04:00:00Z,"House Oversight and Reform"
"THE TRUMP ADMINISTRATION'S ATTACK ON THE ACA: REVERSAL IN COURT CASE THREATENS HEALTH CARE FOR MILLIONS OF AMERICANS",https://www.congress.gov/event/116th-congress/house-event/LC64443/text,116th,"House of Representatives",2019-07-10T04:00:00Z,"House Oversight and Reform"
"Document Production Status Update:  OPM, FBI, and GSA",https://www.congress.gov/event/116th-congress/house-event/109723,116th,"House of Representatives",2019-06-27T14:00:00Z,"House Oversight and Reform"
"DOCUMENT PRODUCTION STATUS UPDATE: OPM, FBI AND GSA",https://www.congress.gov/event/116th-congress/house-event/LC64155/text,116th,"House of Representatives",2019-06-27T04:00:00Z,"House Oversight and Reform"
"FITARA 8.0",https://www.congress.gov/event/116th-congress/house-event/109718,116th,"House of Representatives",2019-06-26T18:00:00Z,"House Oversight and Reform"
"U.S. Biodefense, Preparedness, and Implications of Antimicrobial Resistance for National Security",https://www.congress.gov/event/116th-congress/house-event/109717,116th,"House of Representatives",2019-06-26T18:00:00Z,"House Oversight and Reform"
"A Resolution offered by Chairman Elijah E. Cummings authorizing the Chairman to issue a subpoena to Ms. Kellyanne Conway, Counselor to the President, for testimony in connection with her failure to comply with the Hatch Act and ethics laws.",https://www.congress.gov/event/116th-congress/house-event/109728,116th,"House of Representatives",2019-06-26T14:20:00Z,"House Oversight and Reform"
"Violations of the Hatch Act Under the Trump Administration",https://www.congress.gov/event/116th-congress/house-event/109706,116th,"House of Representatives",2019-06-26T14:00:00Z,"House Oversight and Reform"
"FITARA 8.0",https://www.congress.gov/event/116th-congress/house-event/LC64100/text,116th,"House of Representatives",2019-06-26T04:00:00Z,"House Oversight and Reform"
"U.S. BIODEFENSE, PREPAREDNESS, AND IMPLICATIONS OF ANTIMICROBIAL RESISTANCE FOR NATIONAL SECURITY",https://www.congress.gov/event/116th-congress/house-event/LC64203/text,116th,"House of Representatives",2019-06-26T04:00:00Z,"House Oversight and Reform"
"VIOLATIONS OF THE HATCH ACT UNDER THE TRUMP ADMINISTRATION",https://www.congress.gov/event/116th-congress/house-event/LC64137/text,116th,"House of Representatives",2019-06-26T04:00:00Z,"House Oversight and Reform"
"Recovery, Resiliency and Readiness—Contending with Natural Disasters in the Wake of Climate Change (Climate Change, Part III)",https://www.congress.gov/event/116th-congress/house-event/109630,116th,"House of Representatives",2019-06-25T18:00:00Z,"House Oversight and Reform"
"Identifying, Resolving, and Preventing Vulnerabilities in TSA's Security Operations",https://www.congress.gov/event/116th-congress/house-event/109705,116th,"House of Representatives",2019-06-25T14:00:00Z,"House Oversight and Reform"
"IDENTIFYING, RESOLVING, AND PREVENTING VULNERABILITIES IN TSA'S SECURITY OPERATIONS",https://www.congress.gov/event/116th-congress/house-event/LC64120/text,116th,"House of Representatives",2019-06-25T04:00:00Z,"House Oversight and Reform"
"RECOVERY, RESILIENCY AND READINESS: CONTENDING WITH NATURAL DISASTERS IN THE WAKE OF CLIMATE CHANGE. (CLIMATE CHANGE PART III)",https://www.congress.gov/event/116th-congress/house-event/LC64204/text,116th,"House of Representatives",2019-06-25T04:00:00Z,"House Oversight and Reform"
